,tweetcreatedts,text,language,username
14,2022-02-26 23:52:59+00:00,@FoxNews you claim to kick Russia out of banking .. then send 350 million in cash to Kevin like we're in 6th grade .. you so retarded.. putin is gonna get pissed lol,en,CReTheIll
15,2022-02-26 23:52:47+00:00,"@FoxNews It's not invasion, it's liberation.  Russia Minor (Ukraine) should be a province of the Russian Empire._",en,DHadjinicolaou
16,2022-02-26 23:52:46+00:00,@FoxNews @gen_jackkeane What side you on now? Tucker Carlson was all Vlad all the time. Why were these GOP leaders in Russia? https://t.co/6CbKQUKLVs,en,8xchamposu
17,2022-02-26 23:52:42+00:00,@FoxNews @gen_jackkeane Dont act like y'all don't support Russia,en,ElkinFencer10
18,2022-02-26 23:52:28+00:00,@FoxNews @POTUS @nato @antoniocostapm @ZelenskyyUa Thousand of chechenian rapists are now in Ukraine. They are bloody killers. Save this people! Right now! #SlavaUkraini #bloodonyourhands,en,Sou_Sa_Lo
19,2022-02-26 23:51:31+00:00,@FoxNews Ukraine has a lot of evidence of Joe Biden and Hunter’s criminal activity so I think that’s why Joe’s behind the eight ball on sanction!!! Never know!!!,en,RobMill18331749
20,2022-02-26 23:51:10+00:00,"@FoxNews No it came after Putins cronies were kicked out, he responded with annexation of Crimea and donbass region in 2014 from Ukraine. This angered Ukrainians and a low level war has simmered in that region. It is due to Putin and fortunately for Ukraine Trump is not President.",en,lrakkk
21,2022-02-26 23:50:59+00:00,"@FoxNews Except that’s not from Russia, lol.",en,hogthrobbin
22,2022-02-26 23:49:52+00:00,@FoxNews Any business that maintain business dealings with Russia should be dealt with fast and furious,en,endicottrick1
23,2022-02-26 23:48:48+00:00,"@FoxNews Yes, sanctions take time to show results, but supplying adequate firepower to the brave military of #Ukraine will have immediate results. Why is @POTUS not acting on that?",en,Speakwrespect
24,2022-02-26 23:48:47+00:00,@FoxNews While you are broadcast in Russia supporting Putin.\n#GOPtheRussianParty #FoxNewsHatesAmerica #FoxRussianPropaganda https://t.co/S1dzOPHiTE,en,SomeAnneEnergy
25,2022-02-26 23:48:36+00:00,@FoxNews What's stopping  himfrom grabbing a f-ing M27 and a plane ticket to the Ukraine and helping them out?,en,curtCorrell2
26,2022-02-26 23:48:36+00:00,"@FoxNews because ukraine is your country.what do you think when USA arm invade other country?for example iraq,syrian,china taiwan...",en,netebuy
27,2022-02-26 23:48:22+00:00,@FoxNews How can you be a US Senator and not know Russia hasn’t been communist for decades. Seems like being able to pass a high school civics class should be a prerequisite.,en,TomBulger10
28,2022-02-26 23:48:14+00:00,@FoxNews \n@TuckerCarlson \n@thehill \nWhat is NATO going\nto do if Putin does something crazy ?\nHe gets control of\nNuclear plants ?\nThis nut didn't want\nNATO any closer to\nRussia supposedly\nThat would had been a lot less lost of human life and less Financial burden on\nall countries,en,maint47
29,2022-02-26 23:47:37+00:00,@FoxNews @charliekirk11 @benshapiro @TuckerCarlson other #CONservatives\nIn one breath attack @JoeBiden for not shutting down @Russia oil completely while in next breath blame Biden for all inflation.\nThese are not serious or honest people.,en,JunicusPublius
30,2022-02-26 23:47:37+00:00,@FoxNews I'd much rather kick @FoxNews back to Russia and off of every television network in the world.,en,EugeneTrevino73
31,2022-02-26 23:47:25+00:00,"@FoxNews Why the hell are you wasting stuff, it's so idiotic. Why not use sales from the vodka to fund Ukraine?",en,Kazkari
32,2022-02-26 23:45:51+00:00,@FoxNews Fox hates Ukraine,en,BabyHuey420
33,2022-02-26 23:45:33+00:00,"@FoxNews Hey FOX, what is your contribution in support of Ukraine?\nReporting in not enough!",en,teeterock
34,2022-02-26 23:44:15+00:00,@FoxNews same guy who kept saying Russia and its millitary is so big strong and masculine compared to weak woke Militaries. Turns out they're a bunch of scared momma boys getting their asses handed to them by Ukraine resistance.,en,namebalted
35,2022-02-26 23:44:07+00:00,@FoxNews Russia is challenging NATO as forcing none of the countries to joining NATO,en,NareshP96694286
36,2022-02-26 23:43:24+00:00,@FoxNews Sounds to me like he may have family members to protect who are still living in Russia. Retaliation in Russia isn’t unheard of there.,en,berwicktom
37,2022-02-26 23:40:57+00:00,@FoxNews But I thought Ukraine was crushing Russia.,en,AlekIsHumble
38,2022-02-26 23:40:53+00:00,@FoxNews Your former guy applaud putin for invading Ukraine 🇺🇦 all you republicans are double standards.,en,Lagunero1966
39,2022-02-26 23:39:32+00:00,"@FoxNews Chelsea FC is not for sale. Whilst it’s true Roman is one of the richest men of Russia, he’s been found not guilty on several cases to being associated with Putin.",en,UnbiasedPoliSci
40,2022-02-26 23:39:31+00:00,@FoxNews Hey Fox News.Clean up your own house before spinning this war against our POTUS. You have a host that doesn’t want to choose sides between Putin and Ukraine. I’m sure that didn’t make Zelenskyy very happy either. I’m interested in the relationship between Putin &amp; Rupert Murdoch🤔,en,isabeemagee
41,2022-02-26 23:39:18+00:00,"@FoxNews When compared to how Trump handled Russia, Biden is above criticism for how Biden is handling Russia.",en,kbmullen5
42,2022-02-26 23:37:53+00:00,"@FoxNews Yes, so you know how long it will take before Ukraine becomes free of communism, decades!  Because communism in Ukraine never ends!  You support those who fight without weapons and coercion.",en,afeldt_mila
43,2022-02-26 23:37:39+00:00,"@FoxNews Is Peter Doocey of #FoxNews in Ukraine doing first hand investigation?\nOf course, his hair might get mussed.",en,RichardKbach
44,2022-02-26 23:36:43+00:00,"@FoxNews At least use it for sterilization or perfumes or for cleaning not just waste like that , who care in Russia since they all ready paid for that Vodka",en,Abdul762124821
45,2022-02-26 23:36:17+00:00,@FoxNews Russia would hate it if Ukraine joined NATO!!  Great reason to have an immediate vote to include Ukraine into NATO.  No one listens to Russian assets anyway.  What letter did he deliver to Putin again???,en,RichardTheusch
46,2022-02-26 23:35:47+00:00,@FoxNews Pretty sure @foxnews wasn’t included in that praise. Russia however has heaped praise on Fox News. How do any of you sleep at night. Evil.,en,trump_lost_
47,2022-02-26 23:34:04+00:00,"@FoxNews What is not brilliant is the move Biden made on day one to stop drilling on federal land. And we are buying oil from Russia. How brilliant is that. As always , the left is usually so illogical.",en,RiveraGA
48,2022-02-26 23:32:43+00:00,@FoxNews @rupertmurdock Why do you employ traitors that love Putin. When Carlson ranted during his show the other night abt Putin &amp; Ukraine he was being simulcast on RT (Russian  Television). What kind of a company sides with our enemy? This influences your iniformed audience;,en,mykidsrnutz2
49,2022-02-26 23:32:19+00:00,@FoxNews Stop buying gas you 🤡's\nAmerica's oil &amp; gas are coming from Russia \nAmerican dollars are funding this war,en,Gt817txn
50,2022-02-26 23:30:54+00:00,@FoxNews Sad 😞 God save Ukraine please 🙏,en,RomBla89866293
51,2022-02-26 23:30:54+00:00,@FoxNews Cyber safety first! Russia says thank you!,en,RockyHurd9
52,2022-02-26 23:30:39+00:00,@FoxNews  @tuckercarlson  this man #ElonMusk has done more for ukraine in hours than Biden in his life.   Praise to #ElonMusk ❤️ https://t.co/W4qGzMWXe8,en,Reggie535
53,2022-02-26 23:30:28+00:00,@FoxNews @MSNBC @CNNnewsroom @abcnews @CBSNews @NBCNews \n\nIf a enemy was attacking Washington DC like the Russians are attacking KYIV Ukraine unlike the Ukraine politicians who grabbed a gun and headed to the front American politicians would have grabbed the 1st train out of town,en,TimBorchardt
54,2022-02-26 23:29:52+00:00,"@FoxNews You really do dumb it down sometimes. \n(Video runs…) \n“This is the capital of Ukraine.”\n“This is the Washington, D.C. of America”\n\nCome on, man #FoxNewsHatesAmerica #WTF #News #Journalism",en,Adopt_A_Rescue
55,2022-02-26 23:29:36+00:00,@FoxNews @LaraLeaTrump Is this the same Donald Trump that tried to blackmail #Ukraine by withholding defence funding if they didn’t lie about Biden? Or am I confusing him with the Donald Trump that tried to weaken NATO.,en,Doug_Cramphorn
56,2022-02-26 23:29:18+00:00,@FoxNews Same Senator that tried to block Ukraine aid,en,JMac0987
57,2022-02-26 23:28:39+00:00,@FoxNews nobody is saying you can't criticising Biden we are just saying republicans can't after 4 yrs of watching Trump kiss Putin's butt the whole time.we all know what he didn't really do for Ukraine https://t.co/2cq0s7VIMQ see the republican party wants to ignore what they didn't do,en,Independent02
58,2022-02-26 23:28:01+00:00,@FoxNews Gee apparently Kudlow is forgetting Trump remains aligned with Putin and attacked Ukraine threatening and did withhold defense money. Cut the crap Kudlow.,en,turboveloce
59,2022-02-26 23:27:30+00:00,@FoxNews @TuckerCarlson supports Putin and Russia’s invasion of democratic nation Ukraine. And he remains on your airwaves. Why?,en,CraigStromberg
60,2022-02-26 23:27:29+00:00,@FoxNews but i saw a news yesterday about facebook will block russia.,en,netebuy
61,2022-02-26 23:27:06+00:00,@FoxNews Supports the callous murder of innocent people!\nAny company that advertises on @TuckerCarlson ‘s show is supporting war crimes being committed in #Ukraine\ncc:@JuddLegum https://t.co/L1ilIQKH6L,en,StorkLola
62,2022-02-26 23:26:04+00:00,@FoxNews Who the hell was going to deport them? Where the hell do you come up with this 💩 #Russia,en,MOrfaliblondema
63,2022-02-26 23:25:35+00:00,@FoxNews Russia isn't a communist country anymore.,en,RustyPelican3
64,2022-02-26 23:25:22+00:00,"@FoxNews Under Biden the US stopped the Key Stone pipeline &amp; banned fracking in several places. We now buy oil from Russia, Iran, etc. The US &amp; allies are literally funding Putin's war on Ukraine. We need to become oil independent again. Biden could this  right now. He chooses not to.",en,mails24
65,2022-02-26 23:24:44+00:00,@FoxNews Is still claiming Biden is weak and that’s why Putin attacked Ukraine. He wouldn’t have had to attack if trump were in the WH trump would have given it to him.,en,Tracy_username
66,2022-02-26 23:24:12+00:00,@FoxNews Aid yes. Weapons no. Stop the killing by surrender in Ukraine and hope the Russians will chain the rabid dog. The risk of Russo-NATO conflict is too great.,en,strygll
67,2022-02-26 23:23:41+00:00,@FoxNews Anastasiia Lapatina\n@lapatina_\n·\n1m\nRussia bombed an oil depot in Vasylkiv. This is catastrophic for the health of everyone around and the environment,en,jr103542
68,2022-02-26 23:23:15+00:00,"@FoxNews I’m pretty sure Russia has had a strategy more then prepared for sanctions.  Days in and nothing. However I realize either dumb assss have nuclear, germ, bio, sleepers. Espionage. So….. do poke carefully!!!!",en,featherman_bill
69,2022-02-26 23:22:19+00:00,@FoxNews Get the. Drones up there !!! Russia 🇷🇺 the. Country will. Celebrate 🎉 if he gets. Picked off 😎,en,markgom72993663
70,2022-02-26 23:20:39+00:00,@FoxNews IMEDIATELY stop trying to identify routes the U.S. and it's allies may use to get weapons into Ukraine!\n\nAre you F@cKing IDIOTS?\n\nYou DO NOT need to telegraph possible weapon routes to PUTIN!\n\nYou're acting VERY IMMATURE /reckless as a news agency. You get people killed.,en,christo56271088
71,2022-02-26 23:20:12+00:00,@FoxNews \nFake hysteria over a burning Christmas tree. \n\nBet your glad your not in Ukraine tonight.,en,wildflower910
72,2022-02-26 23:18:58+00:00,"@FoxNews If they cut off Russia’s money, it will make things much, much worse! Do any of these democrats have a brain? Put US oil/gas back online! Or, do you want to create a worldwide depression and chaos? Maybe that’s your plan?",en,Dzdinnj
73,2022-02-26 23:18:55+00:00,@FoxNews How many countries have to attack Ukraine before the US will stop this tyrant?,en,mjapple2000
74,2022-02-26 23:18:33+00:00,"@FoxNews Disgusting!  ""Round of applause for Russia"" at America First (AFPAC) conference\nhttps://t.co/98y4iCq0ap",en,BugdenSteven
75,2022-02-26 23:18:30+00:00,@FoxNews Take the entire crew and move to fucking russia,en,PizzaFlavorTaco
76,2022-02-26 23:18:10+00:00,@FoxNews ukraine is right we are all next,en,PresidentBret
77,2022-02-26 23:17:42+00:00,@FoxNews ya. but You cant spit on the door of Russia border man. easy to speak thus but is America Us would let an ennemy countey next to it with the best missile? comon man respect russia.This new ukraine gov is a Nato puppet and have been set there as the only way to break thought #argo,en,ELiBBBBBB
78,2022-02-26 23:16:26+00:00,@FoxNews \n@marklevinshow \n@MZHemingway \nWhy is Fox running\nsame pictures over?\nTalking about in flaming things ! Fox\nneeds tell why Ukraine could not get\nin NATO ! If Ukraine don't want citizens hurt why give them\nweapons ? Also why put your military in with citizens as SHIELDS,en,maint47
79,2022-02-26 23:15:55+00:00,"@FoxNews Trump extorted Zelensky, saying he was gonna serve them up to Russia if he didn’t dig up dirt on Biden.\n\nYou buried that.\n\nThanks for that, guys. Could not have done it without you.\n\nNothing like a propaganda wing of a right wing govt covering up for treason saying America First.",en,GuitarBuckeye
80,2022-02-26 23:15:32+00:00,@FoxNews @seanhannity Russia thanks its GOP comrades. https://t.co/6kLal1GofN,en,fadil_mohamed85
81,2022-02-26 23:14:55+00:00,"@FoxNews Bombers, tanks and ammunition would be more helpful to Ukraine.",en,RockyRaccoon110
82,2022-02-26 23:14:31+00:00,"@FoxNews @Mike_Pence Mike Pence, let me ask you this, can the US intersept the incoming ICBM from Russia, if you start giving weapons to the Ukrainian? Since they have been sanction &amp; their economy will go down the tube, why don't they bring you down with them? He he he!",en,peterslim11
